1,4096062
2,3600835
3,2584125
4,1906472
5,1616253
6,1411496
7,1189326
8,1059053
9,1001911
10,985231
11,905906
12,835467
13,762766
14,736149
15,685612
16,631806
17,608242
18,558850
19,528520
20,505585
21,482151
22,450812
23,428765
24,405040
25,387865
26,375778
27,344502
28,333709
29,305221
30,300587
31,235090
32,170501
33,164067
34,159905
35,158428
36,157741
37,156677
38,151017
39,149096
40,154830
41,149514
42,143029
43,139307
44,137752
45,138029
46,135431
47,132996
48,131985
49,129335
50,132573
51,123573
52,125976
53,125039
54,121945
55,121547
56,118896
57,119475
58,117262
59,114043
60,115708
61,111244
62,110829
63,109074
64,108331
65,109577
66,106325
67,106749
68,106516
69,105557
70,106458
71,104287
72,102783
73,101729
74,102110
75,102130
76,100364
77,100498
78,100114
79,99485
80,100192
81,98353
82,97271
83,96771
84,96509
85,96521
86,95417
87,94650
88,93870
89,93545
90,95921
91,92852
92,91953
93,91904
94,91515
95,91621
96,90729
97,90561
98,89974
99,92670
100,100145
101,14206
102,12420
103,12192
104,12155
105,12064
106,12157
107,12010
108,11750
109,11805
110,11670
111,11502
112,11686
113,11583
114,11357
115,11224
116,11114
117,10915
118,10782
119,10895
120,11307
121,10852
122,10600
123,10946
124,9232
125,8750
126,8749
127,8659
128,8544
129,8378
130,8465
131,8140
132,8275
133,8060
134,8162
135,8140
136,8234
137,7975
138,7889
139,7827
140,7971
141,7741
142,7550
143,7703
144,7555
145,7515
146,7470
147,7487
148,7464
149,7286
150,7734
151,7345
152,7245
153,7235
154,7276
155,7007
156,7034
157,7021
158,7138
159,6748
160,6812
161,6834
162,6676
163,6752
164,6671
165,6695
166,6559
167,6627
168,6617
169,6383
170,6563
171,6491
172,6369
173,6368
174,6281
175,6289
176,6314
177,6297
178,6380
179,6143
180,6492
181,6146
182,6206
183,6094
184,6214
185,6105
186,5904
187,6077
188,5915
189,5779
190,5722
191,6039
192,5697
193,5761
194,5643
195,5619
196,5772
197,5646
198,5623
199,5576
200,6655
201,5272
202,5341
203,5296
204,5265
205,5269
206,5250
207,5216
208,5244
209,5117
210,5241
211,5113
212,5240
213,5286
214,5208
215,5095
216,5097
217,4936
218,4993
219,4916
220,4982
221,4873
222,5132
223,4924
224,4899
225,4972
226,4830
227,4907
228,4827
229,4783
230,4840
231,4719
232,4702
233,4625
234,4788
235,4767
236,4647
237,4660
238,4630
239,4606
240,4711
241,4553
242,4543
243,4484
244,4682
245,4547
246,4531
247,4516
248,4392
249,4317
250,4552
251,4241
252,4252
253,4279
254,4189
255,4276
256,4267
257,4196
258,4131
259,4222
260,4158
261,4011
262,4114
263,4012
264,4023
265,3958
266,3978
267,4051
268,3989
269,3947
270,4063
271,3972
272,3846
273,3983
274,3977
275,3918
276,3915
277,3835
278,3886
279,3810
280,3882
281,3787
282,3787
283,3802
284,3776
285,3731
286,3709
287,3690
288,3661
289,3766
290,3805
291,3682
292,3624
293,3622
294,3655
295,3680
296,3698
297,3668
298,3675
299,3664
300,4298
301,3675
302,3612
303,3644
304,3675
305,3642
306,3546
307,3513
308,3436
309,3513
310,3525
311,3507
312,3456
313,3425
314,3417
315,3393
316,3394
317,3393
318,3381
319,3351
320,3385
321,3360
322,3379
323,3360
324,3331
325,3433
326,3324
327,3272
328,3252
329,3282
330,3344
331,3215
332,3283
333,3333
334,3429
335,3464
336,3273
337,3322
338,3309
339,3281
340,3300
341,3269
342,3302
343,3166
344,3208
345,3310
346,3220
347,3178
348,3120
349,3147
350,3161
351,3112
352,3174
353,3142
354,3142
355,3174
356,3183
357,3141
358,3234
359,3182
360,3195
361,3051
362,3158
363,3119
364,4175
365,11866
